id,counterbalancing,attention,age,gender,type,dilemma,order,decision,confidence,understand,feedback
47,IB_First,TikTok,34,Male,IH,Sniper,Pre,2,5,7,
47,IB_First,TikTok,34,Male,IH,Sniper,Post,6,4,7,
47,IB_First,TikTok,34,Male,IB,Volunteering,Pre,6,6,7,
47,IB_First,TikTok,34,Male,IB,Volunteering,Post,6,7,7,
48,IH_First,TikTok,40,Female,IH,EnemySpy,Pre,5,2,7,
48,IH_First,TikTok,40,Female,IH,EnemySpy,Post,6,5,7,
48,IH_First,TikTok,40,Female,IB,Architect,Pre,7,7,7,
48,IH_First,TikTok,40,Female,IB,Architect,Post,7,7,7,
49,IH_First,TikTok,44,Female,IH,Hostage,Pre,2,2,6,
49,IH_First,TikTok,44,Female,IH,Hostage,Post,3,2,6,
49,IH_First,TikTok,44,Female,IB,Architect,Pre,4,3,6,
49,IH_First,TikTok,44,Female,IB,Architect,Post,6,4,6,
50,IB_First,TikTok,63,Female,IH,Passcode,Pre,4,3,6,
50,IB_First,TikTok,63,Female,IH,Passcode,Post,4,3,6,
50,IB_First,TikTok,63,Female,IB,Exam,Pre,5,5,7,
50,IB_First,TikTok,63,Female,IB,Exam,Post,5,5,7,
51,IB_First,TikTok,50,Male,IH,Hostage,Pre,1,7,7,
51,IB_First,TikTok,50,Male,IH,Hostage,Post,1,6,7,
51,IB_First,TikTok,50,Male,IB,Architect,Pre,4,5,6,
51,IB_First,TikTok,50,Male,IB,Architect,Post,6,4,7,
52,IH_First,TikTok,44,Female,IH,Sniper,Pre,5,4,5,
52,IH_First,TikTok,44,Female,IH,Sniper,Post,7,6,6,
52,IH_First,TikTok,44,Female,IB,Exam,Pre,4,4,5,
52,IH_First,TikTok,44,Female,IB,Exam,Post,4,4,6,
53,IH_First,TikTok,34,Male,IH,Hostage,Pre,1,5,5,This would make a great film. Consider going into film.
53,IH_First,TikTok,34,Male,IH,Hostage,Post,1,3,5,"This would make a less good film, I think. 500 is too many."
53,IH_First,TikTok,34,Male,IB,Exam,Pre,5,2,5,"I don't know what you mean by easy to understand. Do you mean, do you understand the scenario, or is this scenario easy to make a decision about? Might be worth clarifying your wording"
53,IH_First,TikTok,34,Male,IB,Exam,Post,5,3,5,
54,IH_First,TikTok,46,Male,IH,Bomb,Pre,2,3,6,
54,IH_First,TikTok,46,Male,IH,Bomb,Post,2,3,6,
54,IH_First,TikTok,46,Male,IB,Architect,Pre,6,5,6,
54,IH_First,TikTok,46,Male,IB,Architect,Post,6,6,6,
55,IH_First,TikTok,79,Male,IH,Hostage,Pre,1,7,7,The problem I have is regarding sacrifice. Which is the greater good or the lesser harm.
55,IH_First,TikTok,79,Male,IH,Hostage,Post,7,7,7,Now the saving of 500 versus 1 has tipped the balance.
55,IH_First,TikTok,79,Male,IB,Donation,Pre,1,7,7,Simon has no way of knowing if his donation to an overseas cause will end up where it should. Local is better.
55,IH_First,TikTok,79,Male,IB,Donation,Post,1,7,7,It doesn't matter how many he could save if he donates to Africa. It still might never get there. Stay with the local donation is best.
56,IH_First,TikTok,42,Female,IH,Bomb,Pre,4,4,6,
56,IH_First,TikTok,42,Female,IH,Bomb,Post,4,4,6,
56,IH_First,TikTok,42,Female,IB,Marathon,Pre,7,7,6,
56,IH_First,TikTok,42,Female,IB,Marathon,Post,7,6,6,
57,IH_First,TikTok,21,Female,IH,Passcode,Pre,3,2,6,
57,IH_First,TikTok,21,Female,IH,Passcode,Post,3,3,6,
57,IH_First,TikTok,21,Female,IB,Exam,Pre,5,4,7,
57,IH_First,TikTok,21,Female,IB,Exam,Post,6,4,7,
58,IH_First,TikTok,57,Female,IH,Passcode,Pre,1,7,5,
58,IH_First,TikTok,57,Female,IH,Passcode,Post,1,7,7,
58,IH_First,TikTok,57,Female,IB,Exam,Pre,7,7,5,
58,IH_First,TikTok,57,Female,IB,Exam,Post,7,7,6,
59,IB_First,TikTok,25,Male,IH,EnemySpy,Pre,1,7,7,this scenario isn't realistic and other means of extracting information are likely toexist
59,IB_First,TikTok,25,Male,IH,EnemySpy,Post,1,7,7,"same as before
"
59,IB_First,TikTok,25,Male,IB,Exam,Pre,6,6,7,james should join this session
59,IB_First,TikTok,25,Male,IB,Exam,Post,7,7,7,james should join this session
60,IB_First,TikTok,44,Female,IH,EnemySpy,Pre,3,4,7,
60,IB_First,TikTok,44,Female,IH,EnemySpy,Post,5,4,6,
60,IB_First,TikTok,44,Female,IB,Donation,Pre,3,6,7,
60,IB_First,TikTok,44,Female,IB,Donation,Post,4,4,7,
61,IH_First,TikTok,64,Female,IH,Passcode,Pre,1,4,7,
61,IH_First,TikTok,64,Female,IH,Passcode,Post,3,3,7,
61,IH_First,TikTok,64,Female,IB,Volunteering,Pre,2,3,7,
61,IH_First,TikTok,64,Female,IB,Volunteering,Post,2,3,7,
62,IH_First,TV,56,Female,IH,Sniper,Pre,2,3,1,I'm not sure why these civilians have remained which is casting my doubt on the situation as they may have chosen to stay in spite of the risk. they have free choice. The driver doesn't
62,IH_First,TV,56,Female,IH,Sniper,Post,3,2,1,
62,IH_First,TV,56,Female,IB,Exam,Pre,7,7,7,His professional duty comes first and he has committed
62,IH_First,TV,56,Female,IB,Exam,Post,7,7,7,
63,IH_First,TikTok,21,Male,IH,Hostage,Pre,5,6,6,It would be a difficult choice but if five lives can be saved for the price of one.
63,IH_First,TikTok,21,Male,IH,Hostage,Post,7,7,7,
63,IH_First,TikTok,21,Male,IB,Donation,Pre,4,1,5,A difficult choice either donate to help the outer world or to donate to a personal cause.
63,IH_First,TikTok,21,Male,IB,Donation,Post,5,3,7,More lives are saved donating to the Against Malaria Foundation
64,IB_First,TikTok,35,Non-binary / third gender,IH,Bomb,Pre,6,1,7,"If I were Julie I'd die trying to do the right thing anyway but assuming this nonsense did happen, it's a reimagining of the trolley problem, to which my response has always been ok 1 death is better than many."
64,IB_First,TikTok,35,Non-binary / third gender,IH,Bomb,Post,6,2,7,
64,IB_First,TikTok,35,Non-binary / third gender,IB,Architect,Pre,2,7,7,"this is presented as a binary option but it really isn't, the help is not going to suddenly be unwanted if it has to wait 1 day for her to arrive, she can help her friend THEN go to it, or she can help her friend, and do her job as an architect using digital software"
64,IB_First,TikTok,35,Non-binary / third gender,IB,Architect,Post,6,7,7,"as before, though the scale is different, now I'd suggest she help her friend remotely via phone"
65,IB_First,TikTok,48,Female,IH,Hostage,Pre,1,7,7,"its not fair to put this on tom, taking a life yourself and feeling responsible for deaths are two different things"
65,IB_First,TikTok,48,Female,IH,Hostage,Post,1,7,7,doesnt matter how many are involved
65,IB_First,TikTok,48,Female,IB,Architect,Pre,4,4,7,oh gosh this is a hard one but i dont think her friend should put her in that position in the first place
65,IB_First,TikTok,48,Female,IB,Architect,Post,4,4,4,honestly i feel the same way it doesnt matter how many people
66,IB_First,TikTok,31,Female,IH,Hostage,Pre,2,5,6,
66,IB_First,TikTok,31,Female,IH,Hostage,Post,5,2,4,
66,IB_First,TikTok,31,Female,IB,Marathon,Pre,2,5,6,
66,IB_First,TikTok,31,Female,IB,Marathon,Post,5,3,6,
67,IB_First,TikTok,40,Female,IH,EnemySpy,Pre,4,3,6,
67,IB_First,TikTok,40,Female,IH,EnemySpy,Post,5,4,6,
67,IB_First,TikTok,40,Female,IB,Exam,Pre,5,4,6,
67,IB_First,TikTok,40,Female,IB,Exam,Post,7,5,6,
68,IH_First,TikTok,37,Male,IH,Sniper,Pre,7,7,7,
68,IH_First,TikTok,37,Male,IH,Sniper,Post,7,7,7,
68,IH_First,TikTok,37,Male,IB,Donation,Pre,4,5,6,
68,IH_First,TikTok,37,Male,IB,Donation,Post,7,7,7,
69,IB_First,TikTok,35,Prefer not to say,IH,Sniper,Pre,5,6,5,
69,IB_First,TikTok,35,Prefer not to say,IH,Sniper,Post,6,6,5,
69,IB_First,TikTok,35,Prefer not to say,IB,Donation,Pre,3,6,5,
69,IB_First,TikTok,35,Prefer not to say,IB,Donation,Post,2,6,5,
70,IB_First,TikTok,46,Female,IH,Bomb,Pre,1,7,7,
70,IB_First,TikTok,46,Female,IH,Bomb,Post,4,2,7,
70,IB_First,TikTok,46,Female,IB,Exam,Pre,3,4,7,
70,IB_First,TikTok,46,Female,IB,Exam,Post,3,5,7,
71,IH_First,TikTok,32,Male,IH,Passcode,Pre,1,7,7,
71,IH_First,TikTok,32,Male,IH,Passcode,Post,1,7,7,
71,IH_First,TikTok,32,Male,IB,Architect,Pre,4,6,7,
71,IH_First,TikTok,32,Male,IB,Architect,Post,7,7,7,
72,IB_First,TikTok,64,Female,IH,Sniper,Pre,7,6,7,
72,IB_First,TikTok,64,Female,IH,Sniper,Post,7,7,7,
72,IB_First,TikTok,64,Female,IB,Marathon,Pre,2,6,7,
72,IB_First,TikTok,64,Female,IB,Marathon,Post,3,4,7,I feel you should help local charities where possible
73,IB_First,TikTok,18,Male,IH,Sniper,Pre,7,7,7,
73,IB_First,TikTok,18,Male,IH,Sniper,Post,7,7,7,
73,IB_First,TikTok,18,Male,IB,Exam,Pre,6,5,7,
73,IB_First,TikTok,18,Male,IB,Exam,Post,6,6,7,
74,IB_First,TikTok,48,Female,IH,Hostage,Pre,4,4,7,That is a horrible scenario
74,IB_First,TikTok,48,Female,IH,Hostage,Post,4,4,7,It is still a horrible scenario
74,IB_First,TikTok,48,Female,IB,Exam,Pre,7,7,7,James could join the online session too.
74,IB_First,TikTok,48,Female,IB,Exam,Post,7,7,7,James could still join the online session
75,IH_First,TikTok,38,Male,IH,Passcode,Pre,2,6,6,
75,IH_First,TikTok,38,Male,IH,Passcode,Post,2,4,6,
75,IH_First,TikTok,38,Male,IB,Donation,Pre,1,5,6,
75,IH_First,TikTok,38,Male,IB,Donation,Post,6,5,6,
76,IH_First,TikTok,21,Male,IH,Passcode,Pre,3,3,5,
76,IH_First,TikTok,21,Male,IH,Passcode,Post,6,5,6,
76,IH_First,TikTok,21,Male,IB,Exam,Pre,6,6,7,
76,IH_First,TikTok,21,Male,IB,Exam,Post,7,6,7,
77,IB_First,TikTok,24,Male,IH,Hostage,Pre,4,1,5,
77,IB_First,TikTok,24,Male,IH,Hostage,Post,5,3,6,
77,IB_First,TikTok,24,Male,IB,Exam,Pre,5,3,5,
77,IB_First,TikTok,24,Male,IB,Exam,Post,7,5,7,
78,IB_First,TikTok,52,Female,IH,Passcode,Pre,4,2,4,"Such a random situation, one I can’t imagine coming across personally,  Made it difficult to make a decision."
78,IB_First,TikTok,52,Female,IH,Passcode,Post,4,2,5,
78,IB_First,TikTok,52,Female,IB,Volunteering,Pre,2,4,5,"Such a difficult choice.  Sadly, there will always be homeless people, but you only get one dad."
78,IB_First,TikTok,52,Female,IB,Volunteering,Post,3,4,5,
79,IH_First,TikTok,27,Female,IH,Passcode,Pre,7,7,7,
79,IH_First,TikTok,27,Female,IH,Passcode,Post,7,7,7,
79,IH_First,TikTok,27,Female,IB,Volunteering,Pre,2,7,7,
79,IH_First,TikTok,27,Female,IB,Volunteering,Post,5,6,7,
80,IH_First,TikTok,30,Female,IH,Hostage,Pre,1,7,7,
80,IH_First,TikTok,30,Female,IH,Hostage,Post,7,7,7,
80,IH_First,TikTok,30,Female,IB,Architect,Pre,7,7,7,
80,IH_First,TikTok,30,Female,IB,Architect,Post,7,7,7,
81,IH_First,TikTok,61,Female,IH,Passcode,Pre,4,1,7,
81,IH_First,TikTok,61,Female,IH,Passcode,Post,4,1,7,
81,IH_First,TikTok,61,Female,IB,Donation,Pre,1,7,7,
81,IH_First,TikTok,61,Female,IB,Donation,Post,4,5,7,
82,IH_First,TikTok,55,Female,IH,EnemySpy,Pre,1,7,7,
82,IH_First,TikTok,55,Female,IH,EnemySpy,Post,1,5,7,
82,IH_First,TikTok,55,Female,IB,Volunteering,Pre,2,6,7,
82,IH_First,TikTok,55,Female,IB,Volunteering,Post,2,6,7,
83,IH_First,TikTok,25,Male,IH,Sniper,Pre,4,5,6,
83,IH_First,TikTok,25,Male,IH,Sniper,Post,5,5,6,
83,IH_First,TikTok,25,Male,IB,Donation,Pre,4,5,6,
83,IH_First,TikTok,25,Male,IB,Donation,Post,5,5,6,
84,IB_First,TikTok,29,Male,IH,Passcode,Pre,2,5,5,
84,IB_First,TikTok,29,Male,IH,Passcode,Post,4,4,5,
84,IB_First,TikTok,29,Male,IB,Volunteering,Pre,3,5,5,
84,IB_First,TikTok,29,Male,IB,Volunteering,Post,7,6,5,
85,IB_First,TikTok,73,Female,IH,Passcode,Pre,2,2,7,
85,IB_First,TikTok,73,Female,IH,Passcode,Post,2,2,7,
85,IB_First,TikTok,73,Female,IB,Volunteering,Pre,1,1,7,
85,IB_First,TikTok,73,Female,IB,Volunteering,Post,1,7,7,
86,IH_First,TikTok,31,Male,IH,Passcode,Pre,2,5,7,
86,IH_First,TikTok,31,Male,IH,Passcode,Post,2,5,7,
86,IH_First,TikTok,31,Male,IB,Donation,Pre,7,7,7,
86,IH_First,TikTok,31,Male,IB,Donation,Post,7,7,7,
87,IH_First,TikTok,24,Female,IH,Hostage,Pre,3,5,7,
87,IH_First,TikTok,24,Female,IH,Hostage,Post,4,4,7,
87,IH_First,TikTok,24,Female,IB,Exam,Pre,3,3,7,
87,IH_First,TikTok,24,Female,IB,Exam,Post,3,3,7,
88,IB_First,TikTok,53,Female,IH,EnemySpy,Pre,1,7,7,
88,IB_First,TikTok,53,Female,IH,EnemySpy,Post,4,4,7,
88,IB_First,TikTok,53,Female,IB,Volunteering,Pre,1,7,7,
88,IB_First,TikTok,53,Female,IB,Volunteering,Post,1,7,7,
89,IH_First,TikTok,45,Female,IH,EnemySpy,Pre,1,7,7,
